Date,Zone_Name,Specific_Humidity_10m,Air_Temperature_2m,Eastward_Wind_10m,Northward_Wind_10m,Precipitation_mm
2017-01-08,Greater Hyderabad Municipal Corporation North Zone,0.008772159600510688,21.57440010440508,-4.841091088812782,10.141346204339932,0.0
2017-01-08,Greater Hyderabad Municipal Corporation South Zone,0.009149500925559497,21.532773590087906,-5.8427335023880005,9.26650155633688,0.0
2017-01-08,Greater Hyderabad Municipal Corporation West Zone,0.008811711913976013,21.570036879829775,-4.94608164270125,10.04964638920096,0.0
2017-01-09,Greater Hyderabad Municipal Corporation Central Zone,0.008163775918850003,21.76540400187177,-2.5817514538764956,9.039500480890275,0.0
2017-01-09,Greater Hyderabad Municipal Corporation East Zone,0.008209633490575113,21.828463048520323,-2.187720233299162,9.306627458010032,0.0
2017-01-09,Greater Hyderabad Municipal Corporation North Zone,0.008324197676834809,21.986001009948115,-1.2033273741012103,9.97398038601035,0.0
2017-01-09,Greater Hyderabad Municipal Corporation South Zone,0.008163775918850003,21.76540400187177,-2.5817514538764956,9.039500480890275,0.0
2017-01-09,Greater Hyderabad Municipal Corporation West Zone,0.008307382525041797,21.96287838479751,-1.347811578910636,9.87602969871267,0.0
2017-01-10,Greater Hyderabad Municipal Corporation Central Zone,0.0071697126841172125,21.310516611735043,1.0878207206726076,-5.388949352502824,0.0
2017-01-10,Greater Hyderabad Municipal Corporation East Zone,0.007106375398428088,21.21505408909014,1.3962070008982783,-5.585085762616085,0.0
2017-01-10,Greater Hyderabad Municipal Corporation North Zone,0.006948142323236741,20.976563785009624,2.1666364396721254,-6.075085720643073,0.0
2017-01-10,Greater Hyderabad Municipal Corporation South Zone,0.0071697126841172125,21.310516611735043,1.0878207206726076,-5.388949352502824,0.0
2017-01-10,Greater Hyderabad Municipal Corporation West Zone,0.006971366973669699,21.011568185557525,2.0535567034845768,-6.003166005225934,0.0
2017-01-11,Greater Hyderabad Municipal Corporation Central Zone,0.005356122914236001,19.71860783894859,-1.8979694411158563,-9.492166149616242,0.0
2017-01-11,Greater Hyderabad Municipal Corporation East Zone,0.005309986327673546,19.594842695153304,-1.622279648013089,-9.420407923602541,0.0
2017-01-11,Greater Hyderabad Municipal Corporation North Zone,0.005194725089507454,19.285645054440497,-0.9335345701827352,-9.24113714101556,0.0
2017-01-11,Greater Hyderabad Municipal Corporation South Zone,0.005356122914236001,19.71860783894859,-1.8979694411158563,-9.492166149616242,0.0
2017-01-11,Greater Hyderabad Municipal Corporation West Zone,0.005211642551053584,19.331027520221244,-1.0346250890308748,-9.26744959973123,0.0
2017-01-12,Greater Hyderabad Municipal Corporation Central Zone,0.0051239717092054,19.088393147786476,-6.18720577955246,-5.784519875049591,0.0
2017-01-12,Greater Hyderabad Municipal Corporation East Zone,0.0050639662447897835,18.93666151848395,-5.896912211325506,-5.896073479075795,0.0
2017-01-12,Greater Hyderabad Municipal Corporation North Zone,0.004914056928982166,18.557596295730665,-5.171683090610126,-6.174763505364305,0.0
2017-01-12,Greater Hyderabad Municipal Corporation South Zone,0.0051239717092054,19.088393147786476,-6.18720577955246,-5.784519875049591,0.0
2017-01-12,Greater Hyderabad Municipal Corporation West Zone,0.004936059860114392,18.613233571812767,-5.278128552736472,-6.1338587929211235,0.0
2017-01-13,Greater Hyderabad Municipal Corporation Central Zone,0.005287555938896987,19.565731302897145,-8.382569575309754,-2.0027996778488157,0.0
2017-01-13,Greater Hyderabad Municipal Corporation East Zone,0.005208905450527275,19.486167996171627,-8.306091993788014,-2.0773749080689057,0.0
2017-01-13,Greater Hyderabad Municipal Corporation North Zone,0.005012415997203946,19.28739808428481,-8.115031029054245,-2.2636833026020535,0.0
2017-01-13,Greater Hyderabad Municipal Corporation South Zone,0.005287555938896987,19.565731302897145,-8.382569575309754,-2.0027996778488157,0.0
2017-01-13,Greater Hyderabad Municipal Corporation West Zone,0.005041255725318163,19.31657252657244,-8.143073991070624,-2.236337898801202,0.0
2017-01-14,Greater Hyderabad Municipal Corporation Central Zone,0.0067578610226822,20.091728464762387,-8.856613218784332,1.1061959221959115,0.0
2017-01-14,Greater Hyderabad Municipal Corporation East Zone,0.00664753368903837,20.03845096532854,-8.897287312279577,1.1355942082388895,0.0
2017-01-14,Greater Hyderabad Municipal Corporation North Zone,0.006371907206308921,19.905349862523043,-8.998901816664288,1.20903880181948,0.0
2017-01-14,Greater Hyderabad Municipal Corporation South Zone,0.0067578610226822,20.091728464762387,-8.856613218784332,1.1061959221959115,0.0
2017-01-14,Greater Hyderabad Municipal Corporation West Zone,0.006412362267323926,19.924885769166842,-8.983987353677335,1.1982589758568158,0.0
2017-01-15,Greater Hyderabad Municipal Corporation Central Zone,0.0073378823581151074,20.691046651204445,-8.393262434005738,-2.6720278590917586,0.0
2017-01-15,Greater Hyderabad Municipal Corporation East Zone,0.007112566426824866,20.64425656968273,-8.27418974009545,-2.7288887773357007,0.0
2017-01-15,Greater Hyderabad Municipal Corporation North Zone,0.006549668406965713,20.527362730499583,-7.976715064258828,-2.8709421958560983,0.0
2017-01-15,Greater Hyderabad Municipal Corporation South Zone,0.0073378823581151074,20.691046651204445,-8.393262434005738,-2.6720278590917586,0.0
2017-01-15,Greater Hyderabad Municipal Corporation West Zone,0.00663228773117985,20.54451981696532,-8.020376892549837,-2.8500923135925245,0.0
2017-01-16,Greater Hyderabad Municipal Corporation Central Zone,0.0053007731524606,21.28940480550132,-6.968319994211197,-5.6978211253881454,0.0
2017-01-16,Greater Hyderabad Municipal Corporation East Zone,0.005266650789079845,21.293976250247717,-6.95804936963579,-5.453663118637127,0.0
2017-01-16,Greater Hyderabad Municipal Corporation North Zone,0.005181404216989017,21.305396912696622,-6.932390668082342,-4.843692675154114,0.0
2017-01-16,Greater Hyderabad Municipal Corporation South Zone,0.0053007731524606,21.28940480550132,-6.968319994211197,-5.6978211253881454,0.0
2017-01-16,Greater Hyderabad Municipal Corporation West Zone,0.005193916277662958,21.30372064562815,-6.936156722514526,-4.9332210516152175,0.0
2017-01-17,Greater Hyderabad Municipal Corporation Central Zone,0.005835037465052009,21.36732254028322,-8.616864091157915,0.6971799731254577,0.0
2017-01-17,Greater Hyderabad Municipal Corporation East Zone,0.0058326247726917455,21.425205098027813,-8.443881966497589,0.8733039347049983,0.0
2017-01-17,Greater Hyderabad Municipal Corporation North Zone,0.005826597237291392,21.569810838741372,-8.011727458448663,1.3133075716211933,0.0
2017-01-17,Greater Hyderabad Municipal Corporation South Zone,0.005835037465052009,21.36732254028322,-8.616864091157915,0.6971799731254577,0.0
2017-01-17,Greater Hyderabad Municipal Corporation West Zone,0.005827481928450154,21.548586339535948,-8.075156911300576,1.2487260633350712,0.0
2017-01-18,Greater Hyderabad Municipal Corporation Central Zone,0.007742978263801529,20.72762959798179,-9.00746855735779,6.094896818697453,0.0
2017-01-18,Greater Hyderabad Municipal Corporation East Zone,0.007557118875674679,20.786856698298834,-8.945209509846958,6.205921482699721,0.0
2017-01-18,Greater Hyderabad Municipal Corporation North Zone,0.007092793601603987,20.934821457379726,-8.78967015512189,6.4832900787174434,0.0
2017-01-18,Greater Hyderabad Municipal Corporation South Zone,0.007742978263801529,20.72762959798179,-9.00746855735779,6.094896818697453,0.0
2017-01-18,Greater Hyderabad Municipal Corporation West Zone,0.007160944916772708,20.91310393844827,-8.81249943488966,6.442579319125609,0.0
2017-01-19,Greater Hyderabad Municipal Corporation Central Zone,0.00785409789144367,21.273089345296242,-8.140393155813218,1.358271172642708,0.0
2017-01-19,Greater Hyderabad Municipal Corporation East Zone,0.007794913070688001,21.32384582740677,-7.8549787005652565,1.3403836075054565,0.0
2017-01-19,Greater Hyderabad Municipal Corporation North Zone,0.007647053936989346,21.450648770773476,-7.141938877867182,1.2956957998648615,0.0
2017-01-19,Greater Hyderabad Municipal Corporation South Zone,0.00785409789144367,21.273089345296242,-8.140393155813218,1.358271172642708,0.0
2017-01-19,Greater Hyderabad Municipal Corporation West Zone,0.007668755952761449,21.432037276116002,-7.246595256484074,1.3022548502392095,0.0
2017-01-20,Greater Hyderabad Municipal Corporation Central Zone,0.006627034260115225,21.251545206705746,-9.800724023580552,0.67066732943058,0.0
2017-01-20,Greater Hyderabad Municipal Corporation East Zone,0.006527375286036679,21.277494878354307,-9.724170811539112,0.4847410394769647,0.0
2017-01-20,Greater Hyderabad Municipal Corporation North Zone,0.006278401150702487,21.342323932843772,-9.53292090202218,0.020248627176893734,0.0
2017-01-20,Greater Hyderabad Municipal Corporation South Zone,0.006627034260115225,21.251545206705746,-9.800724023580552,0.67066732943058,0.0
2017-01-20,Greater Hyderabad Municipal Corporation West Zone,0.0063149443149745,21.33280865213149,-9.560991596398146,0.08842447404952151,0.0
2017-01-21,Greater Hyderabad Municipal Corporation Central Zone,0.0064906515763140755,22.311929321289078,-8.750149521231652,5.417407844960689,0.0074666668971379
2017-01-21,Greater Hyderabad Municipal Corporation East Zone,0.00639553897612575,22.363492528943077,-8.45089656887171,5.469850042705303,0.0156936949447673
2017-01-21,Greater Hyderabad Municipal Corporation North Zone,0.00615792286969653,22.49231088333019,-7.7032845675551425,5.6008643438178005,0.0
2017-01-21,Greater Hyderabad Municipal Corporation South Zone,0.0064906515763140755,22.311929321289078,-8.750149521231652,5.417407844960689,0.0186666672428449
2017-01-21,Greater Hyderabad Municipal Corporation West Zone,0.006192798959934845,22.4734035768371,-7.813015275683417,5.581634727371452,0.0
2017-01-22,Greater Hyderabad Municipal Corporation Central Zone,0.007785931035565792,23.751636759440128,-9.336830198764801,-1.1324634119868278,0.0
2017-01-22,Greater Hyderabad Municipal Corporation East Zone,0.0076933296129910135,23.73819133371551,-9.123591841077028,-1.3245630883490263,0.0
2017-01-22,Greater Hyderabad Municipal Corporation North Zone,0.007461987083836538,23.70460115004217,-8.59086675318327,-1.8044782315910126,0.0
2017-01-22,Greater Hyderabad Municipal Corporation South Zone,0.007785931035565792,23.751636759440128,-9.336830198764801,-1.1324634119868278,0.0
2017-01-22,Greater Hyderabad Municipal Corporation West Zone,0.007495942370134242,23.70953134730246,-8.669057447058352,-1.7340387142789753,0.0
2017-01-23,Greater Hyderabad Municipal Corporation Central Zone,0.007355462352279516,23.35592422485353,-9.200657325983048,-5.140552085638046,0.0
2017-01-23,Greater Hyderabad Municipal Corporation East Zone,0.007223863934969771,23.284125651483986,-9.236778462192287,-5.064266885557901,0.0
2017-01-23,Greater Hyderabad Municipal Corporation North Zone,0.006895096731975917,23.104754070668506,-9.327018490630625,-4.873686539890482,0.0
2017-01-23,Greater Hyderabad Municipal Corporation South Zone,0.007355462352279516,23.35592422485353,-9.200657325983048,-5.140552085638046,0.0
2017-01-23,Greater Hyderabad Municipal Corporation West Zone,0.006943351519125309,23.131081324038334,-9.31377351569093,-4.901658959071273,0.0
2017-01-24,Greater Hyderabad Municipal Corporation Central Zone,0.00660175475059072,22.435197448730484,-10.309213346242906,-0.833769491314888,0.0
2017-01-24,Greater Hyderabad Municipal Corporation East Zone,0.006443370524220167,22.438088215261303,-10.239028223960297,-0.9205952159250561,0.0
2017-01-24,Greater Hyderabad Municipal Corporation North Zone,0.0060476853771896455,22.445310104751027,-10.063687465185636,-1.1375085436956471,0.0
2017-01-24,Greater Hyderabad Municipal Corporation South Zone,0.00660175475059072,22.435197448730484,-10.309213346242906,-0.833769491314888,0.0
2017-01-24,Greater Hyderabad Municipal Corporation West Zone,0.006105762041693479,22.444250112340104,-10.08942309488421,-1.1056711025940984,0.0
2017-01-25,Greater Hyderabad Municipal Corporation Central Zone,0.007737357732063729,22.571707661946633,-8.418902117013932,4.934614205360413,3.132598323966651e-05
2017-01-25,Greater Hyderabad Municipal Corporation East Zone,0.007573311064439526,22.5872371286586,-8.242221659940222,5.126352710908523,0.0
2017-01-25,Greater Hyderabad Municipal Corporation North Zone,0.007163479660857121,22.62603379080126,-7.800827751994657,5.605365555165623,0.000665386940133484
2017-01-25,Greater Hyderabad Municipal Corporation South Zone,0.007737357732063729,22.571707661946633,-8.418902117013932,4.934614205360413,3.3414382122310935e-05
2017-01-25,Greater Hyderabad Municipal Corporation West Zone,0.007223632641345808,22.620339412965667,-7.865613317230474,5.535058472734755,0.0014740805182715
2017-01-26,Greater Hyderabad Municipal Corporation Central Zone,0.008678330263743754,23.143919881184907,-7.121978330612183,9.46530600786209,0.0034510870993721
2017-01-26,Greater Hyderabad Municipal Corporation East Zone,0.008504271743468149,23.21645795296935,-6.893476550475411,9.547939932151982,0.0186980397897023
2017-01-26,Greater Hyderabad Municipal Corporation North Zone,0.008069428118156355,23.39767699388683,-6.322619448464348,9.75438104836426,0.0092000004999777
2017-01-26,Greater Hyderabad Municipal Corporation South Zone,0.008678330263743754,23.143919881184907,-7.121978330612183,9.46530600786209,0.0032675908878445
2017-01-26,Greater Hyderabad Municipal Corporation West Zone,0.008133252266038529,23.371078579667717,-6.40640696649966,9.724080665506747,0.0081517057347239
2017-01-27,Greater Hyderabad Municipal Corporation Central Zone,0.008969645326336172,23.780756886800148,-5.167670524120331,6.111329761147499,0.0
2017-01-27,Greater Hyderabad Municipal Corporation East Zone,0.008879669955459137,23.931816244816478,-4.808326292329509,5.94459377018654,0.0
2017-01-27,Greater Hyderabad Municipal Corporation North Zone,0.008654887989032058,24.309201958386048,-3.9105905868933593,5.5280437348041245,0.0
2017-01-27,Greater Hyderabad Municipal Corporation South Zone,0.008969645326336172,23.780756886800148,-5.167670524120331,6.111329761147499,0.0
2017-01-27,Greater Hyderabad Municipal Corporation West Zone,0.008687880349115988,24.253811192167014,-4.042355692985914,5.589182842085544,0.0
2017-01-28,Greater Hyderabad Municipal Corporation Central Zone,0.007090774170743875,23.302405293782574,-6.412661790847779,-8.90458201467991,0.0
2017-01-28,Greater Hyderabad Municipal Corporation East Zone,0.007009645334514058,23.198404925802517,-6.19302130782086,-8.958052792108578,0.0
2017-01-28,Greater Hyderabad Municipal Corporation North Zone,0.006806964321210984,22.938584855089452,-5.644302039419502,-9.091636753804359,0.0
2017-01-28,Greater Hyderabad Municipal Corporation South Zone,0.007090774170743875,23.302405293782574,-6.412661790847779,-8.90458201467991,0.0
2017-01-28,Greater Hyderabad Municipal Corporation West Zone,0.006836712815182101,22.97671993089763,-5.724840278210848,-9.07202997557495,0.0
2017-01-29,Greater Hyderabad Municipal Corporation Central Zone,0.004287852682561246,22.21776351928713,-7.107972049713135,-8.090215158462524,0.0
2017-01-29,Greater Hyderabad Municipal Corporation East Zone,0.004284291087073529,22.20189791693208,-7.056860948192037,-7.903256517454334,0.0
2017-01-29,Greater Hyderabad Municipal Corporation North Zone,0.0042753932917153,22.162261500197545,-6.9291720729567405,-7.436185022702826,0.0
2017-01-29,Greater Hyderabad Municipal Corporation South Zone,0.004287852682561246,22.21776351928713,-7.107972049713135,-8.090215158462524,0.0
2017-01-29,Greater Hyderabad Municipal Corporation West Zone,0.004276699265112892,22.16807913296468,-6.947913600212854,-7.504739414252665,0.0
2017-01-30,Greater Hyderabad Municipal Corporation Central Zone,0.0038470755098387165,23.801503753662125,-7.690233215689659,-3.353698543086648,0.0
2017-01-30,Greater Hyderabad Municipal Corporation East Zone,0.0037935449138824916,23.83074755461324,-7.603598457218514,-3.124054736793851,0.0
2017-01-30,Greater Hyderabad Municipal Corporation North Zone,0.0036598115098879663,23.903806204102654,-7.387162212718952,-2.550344555294921,0.0
2017-01-30,Greater Hyderabad Municipal Corporation South Zone,0.0038470755098387165,23.801503753662125,-7.690233215689659,-3.353698543086648,0.0
2017-01-30,Greater Hyderabad Municipal Corporation West Zone,0.003679440222502104,23.893083025061603,-7.418929629951068,-2.6345508339065735,0.0
2017-01-31,Greater Hyderabad Municipal Corporation Central Zone,0.00549306509007385,24.069504038492855,-5.865844032168388,3.0699925303459166,0.0
2017-01-31,Greater Hyderabad Municipal Corporation East Zone,0.005285811531749675,24.06587377354721,-5.891860929099114,3.110698295506123,0.0
2017-01-31,Greater Hyderabad Municipal Corporation North Zone,0.004768038035124875,24.0568044239554,-5.956857929894053,3.212391923978465,0.0
2017-01-31,Greater Hyderabad Municipal Corporation South Zone,0.00549306509007385,24.069504038492855,-5.865844032168388,3.0699925303459166,0.0
2017-01-31,Greater Hyderabad Municipal Corporation West Zone,0.004844034210058729,24.0581355772157,-5.947317998872503,3.19746584755814,0.0
2017-02-01,Greater Hyderabad Municipal Corporation Central Zone,0.007001205813139629,23.90927022298179,-7.038656768202782,5.296184527873994,0.0
2017-02-01,Greater Hyderabad Municipal Corporation East Zone,0.0068498462884841625,23.959556115191955,-7.1798589484847115,5.207233342852281,0.0
2017-02-01,Greater Hyderabad Municipal Corporation North Zone,0.006471710680285071,24.085183402130085,-7.532618858648817,4.9850100600771965,0.0
2017-02-01,Greater Hyderabad Municipal Corporation South Zone,0.007001205813139629,23.90927022298179,-7.038656768202782,5.296184527873994,0.0
2017-02-01,Greater Hyderabad Municipal Corporation West Zone,0.006527211512244875,24.06674446437673,-7.480842543296193,5.017626869516529,0.0
2017-02-02,Greater Hyderabad Municipal Corporation Central Zone,0.008912066502186108,23.177231089274112,-8.736318594217302,4.546233724057675,0.0
2017-02-02,Greater Hyderabad Municipal Corporation East Zone,0.00872985077992353,23.243382583839335,-8.810829785919708,4.385381787529458,0.0
2017-02-02,Greater Hyderabad Municipal Corporation North Zone,0.008274628334437966,23.408646287511985,-8.996978195517073,3.9835316562770746,0.0
2017-02-02,Greater Hyderabad Municipal Corporation South Zone,0.008912066502186108,23.177231089274112,-8.736318594217302,4.546233724057675,0.0
2017-02-02,Greater Hyderabad Municipal Corporation West Zone,0.008341443582469105,23.384389716991514,-8.969656273495893,4.042513185982471,0.0
2017-02-03,Greater Hyderabad Municipal Corporation Central Zone,0.0074707390158436715,23.400909678141293,-7.563232111930848,-1.43488167822361,0.0
2017-02-03,Greater Hyderabad Municipal Corporation East Zone,0.00737004603876767,23.418321504454724,-7.60576671621074,-1.5296753753624532,0.0
2017-02-03,Greater Hyderabad Municipal Corporation North Zone,0.0071184886939975,23.46182079231161,-7.712029262261243,-1.766494778717667,0.0
2017-02-03,Greater Hyderabad Municipal Corporation South Zone,0.0074707390158436715,23.400909678141293,-7.563232111930848,-1.43488167822361,0.0
2017-02-03,Greater Hyderabad Municipal Corporation West Zone,0.007155411008684633,23.455436186859618,-7.696432583228402,-1.73173562452683,0.0
2017-02-04,Greater Hyderabad Municipal Corporation Central Zone,0.005921065302876079,23.749388631184914,-8.236419582366944,1.7620210200548174,0.0
2017-02-04,Greater Hyderabad Municipal Corporation East Zone,0.005789811555903525,23.754027303059946,-8.240507411956788,1.863674819858178,0.0
2017-02-04,Greater Hyderabad Municipal Corporation North Zone,0.0054619054293954215,23.765615916427187,-8.250719877486711,2.117632550644454,0.0
2017-02-04,Greater Hyderabad Municipal Corporation South Zone,0.005921065302876079,23.749388631184914,-8.236419582366944,1.7620210200548174,0.0
2017-02-04,Greater Hyderabad Municipal Corporation West Zone,0.005510033832093576,23.76391499837243,-8.24922094345093,2.0803579194390256,0.0
2017-02-05,Greater Hyderabad Municipal Corporation Central Zone,0.00628785203055785,23.545793151855484,-2.2319735638797287,7.223611056804657,0.0
2017-02-05,Greater Hyderabad Municipal Corporation East Zone,0.006149261729265313,23.612482463449695,-2.1699095046491887,7.318589155959048,0.0
2017-02-05,Greater Hyderabad Municipal Corporation North Zone,0.005803026974703054,23.779089774469284,-2.0148572815541126,7.555869243691145,0.0
2017-02-05,Greater Hyderabad Municipal Corporation South Zone,0.00628785203055785,23.545793151855484,-2.2319735638797287,7.223611056804657,0.0
2017-02-05,Greater Hyderabad Municipal Corporation West Zone,0.005853845560720704,23.754635996058393,-2.0376150626051444,7.521042472577615,0.0
2017-02-06,Greater Hyderabad Municipal Corporation Central Zone,0.004954992211423775,24.673861440022804,-3.582629138231278,-1.8453258812427522,0.0
2017-02-06,Greater Hyderabad Municipal Corporation East Zone,0.0048762268329416705,24.64172687254093,-3.2971352709376296,-2.1300915795175928,0.0
2017-02-06,Greater Hyderabad Municipal Corporation North Zone,0.004679450354123062,24.561446333561726,-2.5838970562172356,-2.84151063792506,0.0
2017-02-06,Greater Hyderabad Municipal Corporation South Zone,0.004954992211423775,24.673861440022804,-3.582629138231278,-1.8453258812427522,0.0
2017-02-06,Greater Hyderabad Municipal Corporation West Zone,0.004708332210387705,24.573229505013753,-2.688582553811695,-2.737092146892911,0.0
2017-02-07,Greater Hyderabad Municipal Corporation Central Zone,0.004747546413758104,23.883779144287125,-7.318429559469223,-5.14575986713171,0.0
2017-02-07,Greater Hyderabad Municipal Corporation East Zone,0.004734580243930883,23.841358826125916,-7.140682708374832,-5.2521115011657065,0.0
2017-02-07,Greater Hyderabad Municipal Corporation North Zone,0.004702187366609204,23.735381796636617,-6.696624669760859,-5.517805648329237,0.0
2017-02-07,Greater Hyderabad Municipal Corporation South Zone,0.004747546413758104,23.883779144287125,-7.318429559469223,-5.14575986713171,0.0
2017-02-07,Greater Hyderabad Municipal Corporation West Zone,0.004706941829299159,23.750936568992763,-6.761801262620999,-5.4788084052908035,0.0
2017-02-08,Greater Hyderabad Municipal Corporation Central Zone,0.004906063744177375,24.678292846679703,-8.055954337120056,-1.0068007081747057,0.0
2017-02-08,Greater Hyderabad Municipal Corporation East Zone,0.004914073226298495,24.693486177748564,-8.034503043799297,-1.0852702126635807,0.0
2017-02-08,Greater Hyderabad Municipal Corporation North Zone,0.004934083003681995,24.73144308529938,-7.980912112769577,-1.281307521002933,0.0
2017-02-08,Greater Hyderabad Municipal Corporation South Zone,0.004906063744177375,24.678292846679703,-8.055954337120056,-1.0068007081747057,0.0
2017-02-08,Greater Hyderabad Municipal Corporation West Zone,0.004931146069767213,24.72587196239531,-7.988777918562941,-1.2525341564424985,0.0
2017-02-09,Greater Hyderabad Municipal Corporation Central Zone,0.005741060478612725,24.85283813476564,-5.599266707897186,3.232826444506645,0.0
2017-02-09,Greater Hyderabad Municipal Corporation East Zone,0.0056325549738940085,24.90507361370588,-5.684843942684973,3.223128731273439,0.0
2017-02-09,Greater Hyderabad Municipal Corporation North Zone,0.00536147989544645,25.035571477276633,-5.89863821693454,3.19890131182345,0.0
2017-02-09,Greater Hyderabad Municipal Corporation South Zone,0.005741060478612725,24.85283813476564,-5.599266707897186,3.232826444506645,0.0
2017-02-09,Greater Hyderabad Municipal Corporation West Zone,0.005401266924361988,25.016417660920546,-5.86725857473262,3.2024572899079193,0.0
2017-02-10,Greater Hyderabad Municipal Corporation Central Zone,0.00686623662477355,24.188193257649758,-6.132710556685925,8.147960972785949,0.0
2017-02-10,Greater Hyderabad Municipal Corporation East Zone,0.006753726374987213,24.297840704434194,-6.152586253570474,8.101380135702051,0.0
